			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.00 	 9.00 	 5.00 	 -9.00 	 0.00 	 5.00 	 0.00 	 -3.00 	 -5.00 	 7.00 	 -5.00 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 
	 3 	 176.47 	 6 	 4.11 	 1 	 1 	 1 	 7.46 	 -5.58 	 18.45 	 6 	 12 	 42 
	 3 	 184.28 	 2 	 3.54 	 1 	 1 	 1 	 -10.13 	 -1.47 	 29.21 	 7 	 19 	 49 
	 3 	 200.20 	 4 	 10.00 	 1 	 0 	 1 	 6.69 	 4.68 	 110.75 	 0 	 19 	 49 
	 3 	 214.77 	 3 	 10.00 	 1 	 0 	 1 	 -3.53 	 1.73 	 155.83 	 0 	 19 	 49 
	 4 	 230.28 	 2 	 10.00 	 1 	 0 	 1 	 -14.13 	 -1.43 	 180.69 	 0 	 0 	 49 
	 4 	 240.25 	 6 	 5.63 	 1 	 1 	 1 	 8.39 	 -3.31 	 48.23 	 5 	 5 	 54 
	 4 	 255.36 	 1 	 9.00 	 1 	 1 	 1 	 -4.26 	 -7.21 	 61.81 	 1 	 6 	 55 
	 4 	 266.86 	 4 	 7.47 	 1 	 1 	 1 	 8.66 	 4.77 	 75.32 	 3 	 9 	 58 
	 4 	 282.06 	 2 	 9.52 	 1 	 1 	 1 	 -8.26 	 -1.82 	 80.38 	 1 	 10 	 59 
	 5 	 300.09 	 4 	 10.00 	 1 	 0 	 0 	 5.81 	 3.87 	 95.94 	 0 	 0 	 59 
	 5 	 308.70 	 1 	 6.01 	 1 	 1 	 0 	 -3.51 	 -6.89 	 82.16 	 4 	 4 	 63 
	 5 	 320.28 	 3 	 10.00 	 1 	 0 	 0 	 -4.11 	 0.92 	 165.76 	 0 	 4 	 63 
	 5 	 328.50 	 5 	 7.20 	 1 	 1 	 0 	 3.97 	 2.17 	 107.75 	 3 	 7 	 66 
	 5 	 335.44 	 2 	 4.64 	 1 	 1 	 0 	 -10.65 	 0.27 	 27.04 	 6 	 13 	 72 
	 6 	 347.45 	 1 	 10.00 	 1 	 0 	 1 	 0.05 	 -7.47 	 156.73 	 0 	 0 	 72 
	 6 	 357.00 	 6 	 8.49 	 1 	 1 	 1 	 6.78 	 -2.98 	 78.51 	 2 	 2 	 74 
	 6 	 369.14 	 4 	 10.00 	 1 	 0 	 1 	 9.38 	 3.41 	 72.20 	 0 	 2 	 74 
	 6 	 377.58 	 5 	 7.68 	 1 	 1 	 1 	 4.24 	 2.11 	 93.82 	 3 	 5 	 77 
	 6 	 389.58 	 4 	 10.00 	 0 	 0 	 1 	 0.39 	 4.00 	 100.00 	 0 	 5 	 77 
	 7 	 395.53 	 4 	 4.86 	 1 	 1 	 0 	 8.48 	 3.60 	 60.08 	 6 	 6 	 83 
	 7 	 406.66 	 1 	 9.18 	 1 	 1 	 0 	 -3.65 	 -6.50 	 116.15 	 1 	 7 	 84 
	 7 	 418.39 	 3 	 10.00 	 1 	 0 	 0 	 -12.54 	 4.26 	 113.54 	 0 	 7 	 84 
	 7 	 424.83 	 5 	 5.64 	 1 	 1 	 0 	 6.11 	 -0.08 	 73.16 	 5 	 12 	 89 
	 7 	 433.00 	 2 	 5.94 	 1 	 1 	 0 	 -9.81 	 0.36 	 51.19 	 5 	 17 	 94 
	 8 	 440.09 	 4 	 5.04 	 1 	 1 	 0 	 9.22 	 3.08 	 51.78 	 5 	 5 	 99 
	 8 	 451.88 	 1 	 10.00 	 1 	 0 	 0 	 -6.18 	 -6.70 	 118.31 	 0 	 5 	 99 
	 8 	 462.52 	 3 	 10.00 	 0 	 0 	 0 	 6.79 	 -3.19 	 155.96 	 0 	 5 	 99 
	 8 	 470.25 	 5 	 6.89 	 1 	 1 	 0 	 5.34 	 0.57 	 77.02 	 4 	 9 	 103 
	 8 	 479.66 	 2 	 7.43 	 1 	 1 	 0 	 -7.58 	 0.87 	 65.67 	 3 	 12 	 106 
	 9 	 492.31 	 6 	 10.00 	 1 	 0 	 1 	 8.42 	 -7.88 	 74.95 	 0 	 0 	 106 
	 9 	 501.95 	 3 	 8.65 	 1 	 1 	 1 	 -7.58 	 4.62 	 129.06 	 2 	 2 	 108 
	 9 	 509.23 	 4 	 5.39 	 1 	 1 	 1 	 9.25 	 3.83 	 57.27 	 5 	 7 	 113 
	 9 	 517.86 	 5 	 6.53 	 1 	 1 	 1 	 6.06 	 -0.44 	 87.54 	 4 	 11 	 117 
	 9 	 529.52 	 4 	 10.00 	 1 	 0 	 1 	 7.79 	 5.95 	 99.56 	 0 	 11 	 117 
	 10 	 541.00 	 4 	 10.00 	 1 	 0 	 0 	 6.18 	 6.18 	 151.03 	 0 	 0 	 117 
	 10 	 551.91 	 1 	 10.00 	 1 	 0 	 0 	 -2.99 	 -6.20 	 133.17 	 0 	 0 	 117 
	 10 	 562.58 	 3 	 10.00 	 1 	 0 	 0 	 -0.91 	 3.11 	 189.87 	 0 	 0 	 117 
	 10 	 567.97 	 5 	 4.49 	 1 	 1 	 0 	 3.77 	 -0.54 	 58.57 	 6 	 6 	 123 
	 10 	 576.91 	 2 	 6.87 	 1 	 1 	 0 	 -7.80 	 1.60 	 47.78 	 4 	 10 	 127 
