	 time 		 X 		 Y

	32.89		-2.82		0.19		
	33.02		-2.09		0.45		
	33.14		-2.03		0.66		
	33.22		-2.44		0.63		
	33.30		-3.37		0.53		
	33.44		-3.65		0.57		
	33.55		-3.57		0.67		
	33.75		-3.34		0.76		
	33.89		-3.10		0.90		
	33.98		-2.91		0.85		
	34.09		-2.15		0.82		
	34.20		-1.19		0.40		
	34.33		-0.94		-0.18		
	34.42		-1.35		-0.58		
	34.52		-1.41		-0.97		
	34.66		-0.96		-1.11		
	34.73		-2.47		0.96		
	34.86		-5.72		0.81		
	34.95		-8.04		0.91		
	35.08		-8.96		0.89		
	35.19		-8.99		0.96		
	35.31		-9.24		1.00		
	35.41		-9.74		1.19		
	35.50		-9.96		1.33		
	35.59		-9.83		0.98		
	35.73		-9.80		0.51		
	35.86		-10.02		1.17		
	35.95		-10.07		2.56		
	36.06		-9.45		3.48		
	36.16		-9.10		4.51		
	36.31		-7.54		6.15		
	36.50		-5.58		6.61		
	36.59		-4.57		6.43		
	36.72		-2.22		5.62		
	36.83		-1.19		5.68		
	36.92		-0.63		6.36		
	37.02		-0.68		6.77		
	37.11		-0.68		6.12		
	37.20		-1.51		5.92		
	37.30		-2.22		5.87		
	37.41		-2.52		5.57		
	37.50		-2.34		5.69		
	37.59		-2.18		5.88		
	37.75		-2.70		5.57		
	37.84		-3.48		4.97		
	38.02		-4.73		4.06		
	38.08		-5.04		3.84		
	38.22		-5.43		3.96		
	38.30		-5.74		4.25		
	38.58		-6.17		4.31		
	38.66		-6.20		4.28		
	38.81		-6.20		4.31		
	38.91		-6.56		4.21		
	39.03		-6.71		4.30		
	39.20		-6.80		4.50		
	39.36		-6.81		4.78		
	39.44		-6.80		4.92		
	39.61		-6.42		4.93		
	39.77		-6.13		4.87		
	40.59		-5.03		4.35		
	40.83		-5.01		3.96		
	40.92		-4.97		4.00		
	41.11		-4.94		3.96		
	41.25		-4.82		3.93		
	41.50		-4.95		4.46		
	41.72		-4.85		4.54		
	42.06		-4.44		4.26		
	42.20		-4.58		4.21		
	42.39		-5.07		4.30		
	42.55		-5.30		4.41		
	42.73		-5.62		4.53		
	42.88		-5.72		4.66		
	43.06		-5.29		4.50		
	43.27		-4.89		4.34		
	43.44		-4.17		4.03		
	43.59		-3.51		3.97		
	43.81		-3.70		3.72		
	43.97		-4.16		3.48		
	44.16		-4.41		3.16		
	44.31		-4.94		2.65		
	44.48		-5.60		2.16		
	44.69		-6.90		1.07		
	44.95		-7.32		0.60		
	45.13		-7.18		0.30		
	45.27		-7.12		0.25		
	45.42		-7.25		0.11		
	45.63		-8.11		0.04		
	45.88		-9.21		-0.11		
	45.92		-9.43		-0.08		
	46.23		-10.33		-0.50		
