	 time 		 X 		 Y

	31.95		0.45		1.58		
	32.09		0.10		-0.30		
	32.17		-0.44		-1.10		
	32.28		-0.92		-1.73		
	32.41		-1.25		-1.82		
	32.52		-1.54		-1.62		
	32.61		-1.64		-1.65		
	32.72		-1.39		-1.79		
	32.83		-0.40		-2.38		
	32.95		1.11		-3.58		
	33.03		1.55		-4.40		
	33.16		1.65		-4.65		
	33.23		1.71		-4.39		
	33.33		-0.72		-1.98		
	33.45		-3.26		-0.32		
	33.56		-5.17		1.30		
	33.67		-6.80		3.33		
	33.81		-7.34		5.06		
	33.92		-7.52		5.97		
	34.06		-7.35		6.33		
	34.28		-7.92		6.94		
	34.38		-8.04		7.06		
	34.59		-8.16		7.56		
	34.86		-7.23		7.25		
	35.05		-6.54		6.54		
	35.34		-6.67		6.67		
	35.52		-7.69		7.63		
	35.63		-8.15		8.06		
	35.69		-8.28		8.13		
	35.80		-9.08		8.48		
	35.92		-9.45		8.63		
	36.02		-9.44		8.70		
	36.09		-9.31		8.72		
	36.20		-7.73		7.96		
	36.34		-5.34		6.72		
	36.56		-2.26		4.19		
	36.61		-1.57		3.36		
	36.69		0.10		-0.33		
	36.78		2.13		-4.07		
	36.91		2.99		-5.07		
	36.98		2.91		-5.43		
	37.09		1.72		-4.62		
	37.19		1.33		-4.79		
	37.30		0.98		-5.39		
	37.38		0.88		-5.55		
	37.47		0.78		-6.22		
	37.58		0.96		-6.38		
	37.67		1.16		-6.08		
	37.78		1.26		-5.78		
	37.92		1.67		-5.10		
	38.03		1.71		-4.56		
	38.13		1.88		-4.27		
	38.22		0.79		-4.09		
	38.34		-1.14		-2.65		
	38.42		-2.91		-0.77		
	38.56		-5.93		2.09		
	38.69		-8.04		4.22		
	38.78		-9.09		5.37		
	38.88		-9.25		5.55		
	38.97		-9.53		6.39		
	39.08		-9.53		7.26		
	39.17		-9.49		7.51		
	39.30		-9.77		7.47		
	39.39		-10.14		7.29		
	39.50		-10.32		7.16		
	39.61		-10.06		7.10		
	39.72		-9.92		7.09		
	39.86		-10.05		7.20		
	39.97		-10.15		7.17		
	40.06		-9.82		6.75		
	40.17		-8.82		5.31		
	40.27		-8.93		5.86		
	40.34		-9.38		6.59		
	40.45		-9.57		7.43		
	40.55		-9.81		7.93		
	40.66		-9.68		7.82		
	40.73		-8.49		6.69		
	40.91		-6.37		5.14		
	41.00		-5.71		4.85		
	41.11		-5.37		4.97		
	41.23		-5.07		4.91		
	41.34		-4.86		4.71		
	41.80		-3.58		3.75		
	41.91		-3.47		3.37		
