	 time 		 X 		 Y

	68.13		-3.15		-5.57		
	68.27		-3.72		-5.71		
	68.38		-3.84		-5.67		
	68.45		-3.75		-5.56		
	68.56		-3.33		-5.25		
	68.66		-3.23		-5.20		
	68.75		-3.19		-4.95		
	68.84		-3.11		-4.95		
	68.97		-3.90		-5.00		
	69.05		-4.34		-5.17		
	69.13		-5.03		-5.31		
	69.25		-5.16		-5.12		
	69.34		-4.32		-4.64		
	69.45		-3.20		-3.59		
	69.55		-2.35		-3.78		
	69.63		-0.48		-3.99		
	69.73		2.54		-4.36		
	69.83		5.18		-4.94		
	69.92		10.44		-5.56		
	70.03		9.07		-4.96		
	70.11		5.58		-1.83		
	70.20		3.21		-0.65		
	70.28		3.38		-5.12		
	70.38		1.26		-6.59		
	70.48		-2.53		-7.34		
	70.58		-4.25		-7.76		
	70.66		-7.44		-7.11		
	70.75		-9.11		-6.76		
	70.84		-10.59		-5.90		
	70.97		-11.80		-5.92		
	71.06		-11.71		-4.89		
	71.19		-10.66		-3.18		
	71.28		-8.95		-2.73		
	71.38		-8.58		-3.43		
	71.45		-9.23		-4.16		
	71.55		-11.11		-5.57		
	71.64		-11.99		-6.09		
	71.72		-11.65		-6.07		
	71.81		-10.95		-6.05		
	71.92		-9.20		-6.37		
	72.00		-7.77		-6.84		
	72.09		-4.09		-7.54		
	72.19		-1.14		-8.07		
	72.30		1.46		-8.07		
	72.38		4.86		-7.53		
	72.47		7.84		-6.40		
	72.56		10.94		-5.71		
	72.66		12.09		-5.24		
	72.77		11.91		-3.32		
	72.84		11.52		-1.59		
	72.92		10.35		1.45		
	73.03		9.08		2.93		
	73.17		8.14		3.52		
	73.31		6.12		3.15		
	73.44		5.75		5.08		
	73.45		5.75		5.08		
	73.55		5.90		5.60		
	73.61		4.96		4.54		
	73.72		4.63		4.67		
	73.80		4.33		4.34		
	73.91		4.04		3.61		
	74.00		4.34		2.70		
	74.11		4.98		1.90		
	74.20		5.31		0.28		
	74.33		5.00		0.55		
	74.47		6.18		1.93		
	74.56		7.49		2.07		
	74.70		7.88		2.23		
	74.80		8.21		2.08		
	74.86		8.37		1.99		
	74.92		8.51		1.75		
	75.06		8.96		1.74		
	75.17		9.49		2.74		
	75.33		10.76		3.30		
	75.41		10.59		3.29		
	75.48		10.65		3.46		
